##
## Created by M. Vincenzi on Dec 2021
## PDF for SALT2x1, SALTc as a function of Mass

VARNAMES: SALT2x1 LOGMASS PROB
PDF: -2.900 11.40 0.054
PDF: -2.800 11.40 0.066
PDF: -2.700 11.40 0.081
PDF: -2.600 11.40 0.097
PDF: -2.500 11.40 0.116
PDF: -2.400 11.40 0.138
PDF: -2.300 11.40 0.163
PDF: -2.200 11.40 0.191
PDF: -2.100 11.40 0.222
PDF: -2.000 11.40 0.257
PDF: -1.900 11.40 0.294
PDF: -1.800 11.40 0.335
PDF: -1.700 11.40 0.378
PDF: -1.600 11.40 0.424
PDF: -1.500 11.40 0.473
PDF: -1.400 11.40 0.523
PDF: -1.300 11.40 0.574
PDF: -1.200 11.40 0.625
PDF: -1.100 11.40 0.676
PDF: -1.000 11.40 0.726
PDF: -0.900 11.40 0.775
PDF: -0.800 11.40 0.820
PDF: -0.700 11.40 0.862
PDF: -0.600 11.40 0.900
PDF: -0.500 11.40 0.932
PDF: -0.400 11.40 0.959
PDF: -0.300 11.40 0.980
PDF: -0.200 11.40 0.993
PDF: -0.100 11.40 1.000
PDF: -0.000 11.40 0.994
PDF: 0.100 11.40 0.950
PDF: 0.200 11.40 0.870
PDF: 0.300 11.40 0.764
PDF: 0.400 11.40 0.643
PDF: 0.500 11.40 0.519
PDF: 0.600 11.40 0.401
PDF: 0.700 11.40 0.298
PDF: 0.800 11.40 0.211
PDF: 0.900 11.40 0.144
PDF: 1.000 11.40 0.094
PDF: 1.100 11.40 0.059
PDF: 1.200 11.40 0.035
PDF: 1.300 11.40 0.020
PDF: 1.400 11.40 0.011
PDF: 1.500 11.40 0.006
PDF: 1.600 11.40 0.003
PDF: 1.700 11.40 0.001
PDF: 1.800 11.40 0.001
PDF: 1.900 11.40 0.000
PDF: 2.000 11.40 0.000
PDF: 2.100 11.40 0.000
PDF: 2.200 11.40 0.000
PDF: 2.300 11.40 0.000
PDF: 2.400 11.40 0.000
PDF: 2.500 11.40 0.000
PDF: 2.600 11.40 0.000
PDF: 2.700 11.40 0.000
PDF: 2.800 11.40 0.000
PDF: 2.900 11.40 0.000
PDF: 3.000 11.40 0.000
PDF: 3.100 11.40 0.000
PDF: 3.200 11.40 0.000
PDF: 3.300 11.40 0.000
PDF: 3.400 11.40 0.000
PDF: 3.500 11.40 0.000
PDF: 3.600 11.40 0.000
PDF: 3.700 11.40 0.000
PDF: 3.800 11.40 0.000
PDF: 3.900 11.40 0.000
PDF: 4.000 11.40 0.000
PDF: 4.100 11.40 0.000
PDF: 4.200 11.40 0.000
PDF: 4.300 11.40 0.000
PDF: 4.400 11.40 0.000
PDF: 4.500 11.40 0.000
PDF: 4.600 11.40 0.000
PDF: 4.700 11.40 0.000
PDF: 4.800 11.40 0.000
PDF: 4.900 11.40 0.000
PDF: -5.000 11.60 0.000
PDF: -4.900 11.60 0.000
PDF: -4.800 11.60 0.000
PDF: -4.700 11.60 0.000
PDF: -4.600 11.60 0.000
PDF: -4.500 11.60 0.000
PDF: -4.400 11.60 0.000
PDF: -4.300 11.60 0.001
PDF: -4.200 11.60 0.001
PDF: -4.100 11.60 0.001
PDF: -4.000 11.60 0.002
PDF: -3.900 11.60 0.003
PDF: -3.800 11.60 0.004
PDF: -3.700 11.60 0.006
PDF: -3.600 11.60 0.008
PDF: -3.500 11.60 0.010
PDF: -3.400 11.60 0.014
PDF: -3.300 11.60 0.018
PDF: -3.200 11.60 0.024
PDF: -3.100 11.60 0.031
PDF: -3.000 11.60 0.041
PDF: -2.900 11.60 0.052
PDF: -2.800 11.60 0.066
PDF: -2.700 11.60 0.082
PDF: -2.600 11.60 0.102
PDF: -2.500 11.60 0.126
PDF: -2.400 11.60 0.153
PDF: -2.300 11.60 0.184
PDF: -2.200 11.60 0.220
PDF: -2.100 11.60 0.260
PDF: -2.000 11.60 0.305
PDF: -1.900 11.60 0.353
PDF: -1.800 11.60 0.406
PDF: -1.700 11.60 0.461
PDF: -1.600 11.60 0.519
PDF: -1.500 11.60 0.579
PDF: -1.400 11.60 0.639
PDF: -1.300 11.60 0.698
PDF: -1.200 11.60 0.756
PDF: -1.100 11.60 0.810
PDF: -1.000 11.60 0.860
PDF: -0.900 11.60 0.904
PDF: -0.800 11.60 0.941
PDF: -0.700 11.60 0.969
PDF: -0.600 11.60 0.989
PDF: -0.500 11.60 1.000
PDF: -0.400 11.60 1.000
PDF: -0.300 11.60 0.985
PDF: -0.200 11.60 0.954
PDF: -0.100 11.60 0.908
PDF: -0.000 11.60 0.851
PDF: 0.100 11.60 0.784
PDF: 0.200 11.60 0.710
PDF: 0.300 11.60 0.633
PDF: 0.400 11.60 0.554
PDF: 0.500 11.60 0.478
PDF: 0.600 11.60 0.405
PDF: 0.700 11.60 0.337
PDF: 0.800 11.60 0.277
PDF: 0.900 11.60 0.223
PDF: 1.000 11.60 0.177
PDF: 1.100 11.60 0.138
PDF: 1.200 11.60 0.106
PDF: 1.300 11.60 0.080
PDF: 1.400 11.60 0.059
PDF: 1.500 11.60 0.043
PDF: 1.600 11.60 0.031
PDF: 1.700 11.60 0.022
PDF: 1.800 11.60 0.015
PDF: 1.900 11.60 0.010
PDF: 2.000 11.60 0.007
PDF: 2.100 11.60 0.005
PDF: 2.200 11.60 0.003
PDF: 2.300 11.60 0.002
PDF: 2.400 11.60 0.001
PDF: 2.500 11.60 0.001
PDF: 2.600 11.60 0.000
PDF: 2.700 11.60 0.000
PDF: 2.800 11.60 0.000
PDF: 2.900 11.60 0.000
PDF: 3.000 11.60 0.000
PDF: 3.100 11.60 0.000
PDF: 3.200 11.60 0.000
PDF: 3.300 11.60 0.000
PDF: 3.400 11.60 0.000
PDF: 3.500 11.60 0.000
PDF: 3.600 11.60 0.000
PDF: 3.700 11.60 0.000
PDF: 3.800 11.60 0.000
PDF: 3.900 11.60 0.000
PDF: 4.000 11.60 0.000
PDF: 4.100 11.60 0.000
PDF: 4.200 11.60 0.000
PDF: 4.300 11.60 0.000
PDF: 4.400 11.60 0.000
PDF: 4.500 11.60 0.000
PDF: 4.600 11.60 0.000
PDF: 4.700 11.60 0.000
PDF: 4.800 11.60 0.000
PDF: 4.900 11.60 0.000
PDF: -5.000 11.80 0.000
PDF: -4.900 11.80 0.000
PDF: -4.800 11.80 0.000
PDF: -4.700 11.80 0.000
PDF: -4.600 11.80 0.000
PDF: -4.500 11.80 0.000
PDF: -4.400 11.80 0.000
PDF: -4.300 11.80 0.000
PDF: -4.200 11.80 0.001
PDF: -4.100 11.80 0.001
PDF: -4.000 11.80 0.001
PDF: -3.900 11.80 0.002
PDF: -3.800 11.80 0.003
PDF: -3.700 11.80 0.005
PDF: -3.600 11.80 0.008
PDF: -3.500 11.80 0.012
PDF: -3.400 11.80 0.017
PDF: -3.300 11.80 0.024
PDF: -3.200 11.80 0.034
PDF: -3.100 11.80 0.048
PDF: -3.000 11.80 0.065
PDF: -2.900 11.80 0.088
PDF: -2.800 11.80 0.116
PDF: -2.700 11.80 0.151
PDF: -2.600 11.80 0.193
PDF: -2.500 11.80 0.242
PDF: -2.400 11.80 0.299
PDF: -2.300 11.80 0.363
PDF: -2.200 11.80 0.433
PDF: -2.100 11.80 0.508
PDF: -2.000 11.80 0.586
PDF: -1.900 11.80 0.665
PDF: -1.800 11.80 0.742
PDF: -1.700 11.80 0.813
PDF: -1.600 11.80 0.877
PDF: -1.500 11.80 0.930
PDF: -1.400 11.80 0.969
PDF: -1.300 11.80 0.993
PDF: -1.200 11.80 1.000
PDF: -1.100 11.80 0.996
PDF: -1.000 11.80 0.987
PDF: -0.900 11.80 0.971
PDF: -0.800 11.80 0.950
PDF: -0.700 11.80 0.923
PDF: -0.600 11.80 0.891
PDF: -0.500 11.80 0.855
PDF: -0.400 11.80 0.816
PDF: -0.300 11.80 0.773
PDF: -0.200 11.80 0.728
PDF: -0.100 11.80 0.682
PDF: -0.000 11.80 0.634
PDF: 0.100 11.80 0.586
PDF: 0.200 11.80 0.538
PDF: 0.300 11.80 0.491
PDF: 0.400 11.80 0.446
PDF: 0.500 11.80 0.402
PDF: 0.600 11.80 0.360
PDF: 0.700 11.80 0.320
PDF: 0.800 11.80 0.284
PDF: 0.900 11.80 0.249
PDF: 1.000 11.80 0.218
PDF: 1.100 11.80 0.189
PDF: 1.200 11.80 0.163
PDF: 1.300 11.80 0.140
PDF: 1.400 11.80 0.119
PDF: 1.500 11.80 0.101
PDF: 1.600 11.80 0.085
PDF: 1.700 11.80 0.071
PDF: 1.800 11.80 0.059
PDF: 1.900 11.80 0.049
PDF: 2.000 11.80 0.040
PDF: 2.100 11.80 0.033
PDF: 2.200 11.80 0.026
PDF: 2.300 11.80 0.021
PDF: 2.400 11.80 0.017
PDF: 2.500 11.80 0.014
PDF: 2.600 11.80 0.011
PDF: 2.700 11.80 0.008
PDF: 2.800 11.80 0.007
PDF: 2.900 11.80 0.005
PDF: 3.000 11.80 0.004
PDF: 3.100 11.80 0.003
PDF: 3.200 11.80 0.002
PDF: 3.300 11.80 0.002
PDF: 3.400 11.80 0.001
PDF: 3.500 11.80 0.001
PDF: 3.600 11.80 0.001
PDF: 3.700 11.80 0.001
PDF: 3.800 11.80 0.000
PDF: 3.900 11.80 0.000
PDF: 4.000 11.80 0.000
PDF: 4.100 11.80 0.000
PDF: 4.200 11.80 0.000
PDF: 4.300 11.80 0.000
PDF: 4.400 11.80 0.000
PDF: 4.500 11.80 0.000
PDF: 4.600 11.80 0.000
PDF: 4.700 11.80 0.000
PDF: 4.800 11.80 0.000
PDF: 4.900 11.80 0.000

