##
## Created by M. Vincenzi on Dec 2021
## PDF for SALT2x1, EBV and RV as a function of Mass
## EBV and RV are from BS20 paper
##
VARNAMES: EBV LOGMASS PROB  
PDF: 0.46 12.5 0.0288 
PDF: 0.48 12.5 0.025 
PDF: 0.5 12.5 0.0213 
PDF: 0.52 12.5 0.0177 
PDF: 0.54 12.5 0.0156 
PDF: 0.56 12.5 0.0136 
PDF: 0.58 12.5 0.0115 
PDF: 0.6 12.5 0.0097 
PDF: 0.62 12.5 0.0083 
PDF: 0.64 12.5 0.0074 
PDF: 0.66 12.5 0.0064 
PDF: 0.68 12.5 0.0053 
PDF: 0.7 12.5 0.0047 
PDF: 0.72 12.5 0.004 
PDF: 0.74 12.5 0.0033 
PDF: 0.76 12.5 0.0029 
PDF: 0.78 12.5 0.0025 
PDF: 0.8 12.5 0.0023 
PDF: 0.0 12.6 1.0 
PDF: 0.02 12.6 0.8568 
PDF: 0.04 12.6 0.7365 
PDF: 0.06 12.6 0.6313 
PDF: 0.08 12.6 0.5374 
PDF: 0.1 12.6 0.4627 
PDF: 0.12 12.6 0.3984 
PDF: 0.14 12.6 0.3417 
PDF: 0.16 12.6 0.2922 
PDF: 0.18 12.6 0.25 
PDF: 0.2 12.6 0.2149 
PDF: 0.22 12.6 0.1851 
PDF: 0.24 12.6 0.1573 
PDF: 0.26 12.6 0.1348 
PDF: 0.28 12.6 0.1152 
PDF: 0.3 12.6 0.0998 
PDF: 0.32 12.6 0.0854 
PDF: 0.34 12.6 0.0736 
PDF: 0.36 12.6 0.063 
PDF: 0.38 12.6 0.0541 
PDF: 0.4 12.6 0.0455 
PDF: 0.42 12.6 0.04 
PDF: 0.44 12.6 0.0341 
PDF: 0.46 12.6 0.0288 
PDF: 0.48 12.6 0.025 
PDF: 0.5 12.6 0.0213 
PDF: 0.52 12.6 0.0177 
PDF: 0.54 12.6 0.0156 
PDF: 0.56 12.6 0.0136 
PDF: 0.58 12.6 0.0115 
PDF: 0.6 12.6 0.0097 
PDF: 0.62 12.6 0.0083 
PDF: 0.64 12.6 0.0074 
PDF: 0.66 12.6 0.0064 
PDF: 0.68 12.6 0.0053 
PDF: 0.7 12.6 0.0047 
PDF: 0.72 12.6 0.004 
PDF: 0.74 12.6 0.0033 
PDF: 0.76 12.6 0.0029 
PDF: 0.78 12.6 0.0025 
PDF: 0.8 12.6 0.0023 
PDF: 0.0 12.7 1.0 
PDF: 0.02 12.7 0.8568 
PDF: 0.04 12.7 0.7365 
PDF: 0.06 12.7 0.6313 
PDF: 0.08 12.7 0.5374 
PDF: 0.1 12.7 0.4627 
PDF: 0.12 12.7 0.3984 
PDF: 0.14 12.7 0.3417 
PDF: 0.16 12.7 0.2922 
PDF: 0.18 12.7 0.25 
PDF: 0.2 12.7 0.2149 
PDF: 0.22 12.7 0.1851 
PDF: 0.24 12.7 0.1573 
PDF: 0.26 12.7 0.1348 
PDF: 0.28 12.7 0.1152 
PDF: 0.3 12.7 0.0998 
PDF: 0.32 12.7 0.0854 
PDF: 0.34 12.7 0.0736 
PDF: 0.36 12.7 0.063 
PDF: 0.38 12.7 0.0541 
PDF: 0.4 12.7 0.0455 
PDF: 0.42 12.7 0.04 
PDF: 0.44 12.7 0.0341 
PDF: 0.46 12.7 0.0288 
PDF: 0.48 12.7 0.025 
PDF: 0.5 12.7 0.0213 
PDF: 0.52 12.7 0.0177 
PDF: 0.54 12.7 0.0156 
PDF: 0.56 12.7 0.0136 
PDF: 0.58 12.7 0.0115 
PDF: 0.6 12.7 0.0097 
PDF: 0.62 12.7 0.0083 
PDF: 0.64 12.7 0.0074 
PDF: 0.66 12.7 0.0064 
PDF: 0.68 12.7 0.0053 
PDF: 0.7 12.7 0.0047 
PDF: 0.72 12.7 0.004 
PDF: 0.74 12.7 0.0033 
PDF: 0.76 12.7 0.0029 
PDF: 0.78 12.7 0.0025 
PDF: 0.8 12.7 0.0023 
PDF: 0.0 12.8 1.0 
PDF: 0.02 12.8 0.8568 
PDF: 0.04 12.8 0.7365 
PDF: 0.06 12.8 0.6313 
PDF: 0.08 12.8 0.5374 
PDF: 0.1 12.8 0.4627 
PDF: 0.12 12.8 0.3984 
PDF: 0.14 12.8 0.3417 
PDF: 0.16 12.8 0.2922 
PDF: 0.18 12.8 0.25 
PDF: 0.2 12.8 0.2149 
PDF: 0.22 12.8 0.1851 
PDF: 0.24 12.8 0.1573 
PDF: 0.26 12.8 0.1348 
PDF: 0.28 12.8 0.1152 
PDF: 0.3 12.8 0.0998 
PDF: 0.32 12.8 0.0854 
PDF: 0.34 12.8 0.0736 
PDF: 0.36 12.8 0.063 
PDF: 0.38 12.8 0.0541 
PDF: 0.4 12.8 0.0455 
PDF: 0.42 12.8 0.04 
PDF: 0.44 12.8 0.0341 
PDF: 0.46 12.8 0.0288 
PDF: 0.48 12.8 0.025 
PDF: 0.5 12.8 0.0213 
PDF: 0.52 12.8 0.0177 
PDF: 0.54 12.8 0.0156 
PDF: 0.56 12.8 0.0136 
PDF: 0.58 12.8 0.0115 
PDF: 0.6 12.8 0.0097 
PDF: 0.62 12.8 0.0083 
PDF: 0.64 12.8 0.0074 
PDF: 0.66 12.8 0.0064 
PDF: 0.68 12.8 0.0053 
PDF: 0.7 12.8 0.0047 
PDF: 0.72 12.8 0.004 
PDF: 0.74 12.8 0.0033 
PDF: 0.76 12.8 0.0029 
PDF: 0.78 12.8 0.0025 
PDF: 0.8 12.8 0.0023 
PDF: 0.0 12.9 1.0 
PDF: 0.02 12.9 0.8568 
PDF: 0.04 12.9 0.7365 
PDF: 0.06 12.9 0.6313 
PDF: 0.08 12.9 0.5374 
PDF: 0.1 12.9 0.4627 
PDF: 0.12 12.9 0.3984 
PDF: 0.14 12.9 0.3417 
PDF: 0.16 12.9 0.2922 
PDF: 0.18 12.9 0.25 
PDF: 0.2 12.9 0.2149 
PDF: 0.22 12.9 0.1851 
PDF: 0.24 12.9 0.1573 
PDF: 0.26 12.9 0.1348 
PDF: 0.28 12.9 0.1152 
PDF: 0.3 12.9 0.0998 
PDF: 0.32 12.9 0.0854 
PDF: 0.34 12.9 0.0736 
PDF: 0.36 12.9 0.063 
PDF: 0.38 12.9 0.0541 
PDF: 0.4 12.9 0.0455 
PDF: 0.42 12.9 0.04 
PDF: 0.44 12.9 0.0341 
PDF: 0.46 12.9 0.0288 
PDF: 0.48 12.9 0.025 
PDF: 0.5 12.9 0.0213 
PDF: 0.52 12.9 0.0177 
PDF: 0.54 12.9 0.0156 
PDF: 0.56 12.9 0.0136 
PDF: 0.58 12.9 0.0115 
PDF: 0.6 12.9 0.0097 
PDF: 0.62 12.9 0.0083 
PDF: 0.64 12.9 0.0074 
PDF: 0.66 12.9 0.0064 
PDF: 0.68 12.9 0.0053 
PDF: 0.7 12.9 0.0047 
PDF: 0.72 12.9 0.004 
PDF: 0.74 12.9 0.0033 
PDF: 0.76 12.9 0.0029 
PDF: 0.78 12.9 0.0025 
PDF: 0.8 12.9 0.0023 
PDF: 0.0 13.0 1.0 
PDF: 0.02 13.0 0.8568 
PDF: 0.04 13.0 0.7365 
PDF: 0.06 13.0 0.6313 
PDF: 0.08 13.0 0.5374 
PDF: 0.1 13.0 0.4627 
PDF: 0.12 13.0 0.3984 
PDF: 0.14 13.0 0.3417 
PDF: 0.16 13.0 0.2922 
PDF: 0.18 13.0 0.25 
PDF: 0.2 13.0 0.2149 
PDF: 0.22 13.0 0.1851 
PDF: 0.24 13.0 0.1573 
PDF: 0.26 13.0 0.1348 
PDF: 0.28 13.0 0.1152 
PDF: 0.3 13.0 0.0998 
PDF: 0.32 13.0 0.0854 
PDF: 0.34 13.0 0.0736 
PDF: 0.36 13.0 0.063 
PDF: 0.38 13.0 0.0541 
PDF: 0.4 13.0 0.0455 
PDF: 0.42 13.0 0.04 
PDF: 0.44 13.0 0.0341 
PDF: 0.46 13.0 0.0288 
PDF: 0.48 13.0 0.025 
PDF: 0.5 13.0 0.0213 
PDF: 0.52 13.0 0.0177 
PDF: 0.54 13.0 0.0156 
PDF: 0.56 13.0 0.0136 
PDF: 0.58 13.0 0.0115 
PDF: 0.6 13.0 0.0097 
PDF: 0.62 13.0 0.0083 
PDF: 0.64 13.0 0.0074 
PDF: 0.66 13.0 0.0064 
PDF: 0.68 13.0 0.0053 
PDF: 0.7 13.0 0.0047 
PDF: 0.72 13.0 0.004 
PDF: 0.74 13.0 0.0033 
PDF: 0.76 13.0 0.0029 
PDF: 0.78 13.0 0.0025 
PDF: 0.8 13.0 0.0023 
PDF: 0.0 13.1 1.0 
PDF: 0.02 13.1 0.8568 
PDF: 0.04 13.1 0.7365 
PDF: 0.06 13.1 0.6313 
PDF: 0.08 13.1 0.5374 
PDF: 0.1 13.1 0.4627 
PDF: 0.12 13.1 0.3984 
PDF: 0.14 13.1 0.3417 
PDF: 0.16 13.1 0.2922 
PDF: 0.18 13.1 0.25 
PDF: 0.2 13.1 0.2149 
PDF: 0.22 13.1 0.1851 
PDF: 0.24 13.1 0.1573 
PDF: 0.26 13.1 0.1348 
PDF: 0.28 13.1 0.1152 
PDF: 0.3 13.1 0.0998 
PDF: 0.32 13.1 0.0854 
PDF: 0.34 13.1 0.0736 
PDF: 0.36 13.1 0.063 
PDF: 0.38 13.1 0.0541 
PDF: 0.4 13.1 0.0455 
PDF: 0.42 13.1 0.04 
PDF: 0.44 13.1 0.0341 
PDF: 0.46 13.1 0.0288 
PDF: 0.48 13.1 0.025 
PDF: 0.5 13.1 0.0213 
PDF: 0.52 13.1 0.0177 
PDF: 0.54 13.1 0.0156 
PDF: 0.56 13.1 0.0136 
PDF: 0.58 13.1 0.0115 
PDF: 0.6 13.1 0.0097 
PDF: 0.62 13.1 0.0083 
PDF: 0.64 13.1 0.0074 
PDF: 0.66 13.1 0.0064 
PDF: 0.68 13.1 0.0053 
PDF: 0.7 13.1 0.0047 
PDF: 0.72 13.1 0.004 
PDF: 0.74 13.1 0.0033 
PDF: 0.76 13.1 0.0029 
PDF: 0.78 13.1 0.0025 
PDF: 0.8 13.1 0.0023 
PDF: 0.0 13.2 1.0 
PDF: 0.02 13.2 0.8568 
PDF: 0.04 13.2 0.7365 
PDF: 0.06 13.2 0.6313 
PDF: 0.08 13.2 0.5374 
PDF: 0.1 13.2 0.4627 
PDF: 0.12 13.2 0.3984 
PDF: 0.14 13.2 0.3417 
PDF: 0.16 13.2 0.2922 
PDF: 0.18 13.2 0.25 
PDF: 0.2 13.2 0.2149 
PDF: 0.22 13.2 0.1851 
PDF: 0.24 13.2 0.1573 
PDF: 0.26 13.2 0.1348 
PDF: 0.28 13.2 0.1152 
PDF: 0.3 13.2 0.0998 
PDF: 0.32 13.2 0.0854 
PDF: 0.34 13.2 0.0736 
PDF: 0.36 13.2 0.063 
PDF: 0.38 13.2 0.0541 
PDF: 0.4 13.2 0.0455 
PDF: 0.42 13.2 0.04 
PDF: 0.44 13.2 0.0341 
PDF: 0.46 13.2 0.0288 
PDF: 0.48 13.2 0.025 
PDF: 0.5 13.2 0.0213 
PDF: 0.52 13.2 0.0177 
PDF: 0.54 13.2 0.0156 
PDF: 0.56 13.2 0.0136 
PDF: 0.58 13.2 0.0115 
PDF: 0.6 13.2 0.0097 
PDF: 0.62 13.2 0.0083 
PDF: 0.64 13.2 0.0074 
PDF: 0.66 13.2 0.0064 
PDF: 0.68 13.2 0.0053 
PDF: 0.7 13.2 0.0047 
PDF: 0.72 13.2 0.004 
PDF: 0.74 13.2 0.0033 
PDF: 0.76 13.2 0.0029 
PDF: 0.78 13.2 0.0025 
PDF: 0.8 13.2 0.0023 
PDF: 0.0 13.3 1.0 
PDF: 0.02 13.3 0.8568 
PDF: 0.04 13.3 0.7365 
PDF: 0.06 13.3 0.6313 
PDF: 0.08 13.3 0.5374 
PDF: 0.1 13.3 0.4627 
PDF: 0.12 13.3 0.3984 
PDF: 0.14 13.3 0.3417 
PDF: 0.16 13.3 0.2922 
PDF: 0.18 13.3 0.25 
PDF: 0.2 13.3 0.2149 
PDF: 0.22 13.3 0.1851 
PDF: 0.24 13.3 0.1573 
PDF: 0.26 13.3 0.1348 
PDF: 0.28 13.3 0.1152 
PDF: 0.3 13.3 0.0998 
PDF: 0.32 13.3 0.0854 
PDF: 0.34 13.3 0.0736 
PDF: 0.36 13.3 0.063 
PDF: 0.38 13.3 0.0541 
PDF: 0.4 13.3 0.0455 
PDF: 0.42 13.3 0.04 
PDF: 0.44 13.3 0.0341 
PDF: 0.46 13.3 0.0288 
PDF: 0.48 13.3 0.025 
PDF: 0.5 13.3 0.0213 
PDF: 0.52 13.3 0.0177 
PDF: 0.54 13.3 0.0156 
PDF: 0.56 13.3 0.0136 
PDF: 0.58 13.3 0.0115 
PDF: 0.6 13.3 0.0097 
PDF: 0.62 13.3 0.0083 
PDF: 0.64 13.3 0.0074 
PDF: 0.66 13.3 0.0064 
PDF: 0.68 13.3 0.0053 
PDF: 0.7 13.3 0.0047 
PDF: 0.72 13.3 0.004 
PDF: 0.74 13.3 0.0033 
PDF: 0.76 13.3 0.0029 
PDF: 0.78 13.3 0.0025 
PDF: 0.8 13.3 0.0023 
PDF: 0.0 13.4 1.0 
PDF: 0.02 13.4 0.8568 
PDF: 0.04 13.4 0.7365 
PDF: 0.06 13.4 0.6313 
PDF: 0.08 13.4 0.5374 
PDF: 0.1 13.4 0.4627 
PDF: 0.12 13.4 0.3984 
PDF: 0.14 13.4 0.3417 
PDF: 0.16 13.4 0.2922 
PDF: 0.18 13.4 0.25 
PDF: 0.2 13.4 0.2149 
PDF: 0.22 13.4 0.1851 
PDF: 0.24 13.4 0.1573 
PDF: 0.26 13.4 0.1348 
PDF: 0.28 13.4 0.1152 
PDF: 0.3 13.4 0.0998 
PDF: 0.32 13.4 0.0854 
PDF: 0.34 13.4 0.0736 
PDF: 0.36 13.4 0.063 
PDF: 0.38 13.4 0.0541 
PDF: 0.4 13.4 0.0455 
PDF: 0.42 13.4 0.04 
PDF: 0.44 13.4 0.0341 
PDF: 0.46 13.4 0.0288 
PDF: 0.48 13.4 0.025 
PDF: 0.5 13.4 0.0213 
PDF: 0.52 13.4 0.0177 
PDF: 0.54 13.4 0.0156 
PDF: 0.56 13.4 0.0136 
PDF: 0.58 13.4 0.0115 
PDF: 0.6 13.4 0.0097 
PDF: 0.62 13.4 0.0083 
PDF: 0.64 13.4 0.0074 
PDF: 0.66 13.4 0.0064 
PDF: 0.68 13.4 0.0053 
PDF: 0.7 13.4 0.0047 
PDF: 0.72 13.4 0.004 
PDF: 0.74 13.4 0.0033 
PDF: 0.76 13.4 0.0029 
PDF: 0.78 13.4 0.0025 
PDF: 0.8 13.4 0.0023 
PDF: 0.0 13.5 1.0 
PDF: 0.02 13.5 0.8568 
PDF: 0.04 13.5 0.7365 
PDF: 0.06 13.5 0.6313 
PDF: 0.08 13.5 0.5374 
PDF: 0.1 13.5 0.4627 
PDF: 0.12 13.5 0.3984 
PDF: 0.14 13.5 0.3417 
PDF: 0.16 13.5 0.2922 
PDF: 0.18 13.5 0.25 
PDF: 0.2 13.5 0.2149 
PDF: 0.22 13.5 0.1851 
PDF: 0.24 13.5 0.1573 
PDF: 0.26 13.5 0.1348 
PDF: 0.28 13.5 0.1152 
PDF: 0.3 13.5 0.0998 
PDF: 0.32 13.5 0.0854 
PDF: 0.34 13.5 0.0736 
PDF: 0.36 13.5 0.063 
PDF: 0.38 13.5 0.0541 
PDF: 0.4 13.5 0.0455 
PDF: 0.42 13.5 0.04 
PDF: 0.44 13.5 0.0341 
PDF: 0.46 13.5 0.0288 
PDF: 0.48 13.5 0.025 
PDF: 0.5 13.5 0.0213 
PDF: 0.52 13.5 0.0177 
PDF: 0.54 13.5 0.0156 
PDF: 0.56 13.5 0.0136 
PDF: 0.58 13.5 0.0115 
PDF: 0.6 13.5 0.0097 
PDF: 0.62 13.5 0.0083 
PDF: 0.64 13.5 0.0074 
PDF: 0.66 13.5 0.0064 
PDF: 0.68 13.5 0.0053 
PDF: 0.7 13.5 0.0047 
PDF: 0.72 13.5 0.004 
PDF: 0.74 13.5 0.0033 
PDF: 0.76 13.5 0.0029 
PDF: 0.78 13.5 0.0025 
PDF: 0.8 13.5 0.0023 
PDF: 0.0 13.6 1.0 
PDF: 0.02 13.6 0.8568 
PDF: 0.04 13.6 0.7365 
PDF: 0.06 13.6 0.6313 
PDF: 0.08 13.6 0.5374 
PDF: 0.1 13.6 0.4627 
PDF: 0.12 13.6 0.3984 
PDF: 0.14 13.6 0.3417 
PDF: 0.16 13.6 0.2922 
PDF: 0.18 13.6 0.25 
PDF: 0.2 13.6 0.2149 
PDF: 0.22 13.6 0.1851 
PDF: 0.24 13.6 0.1573 
PDF: 0.26 13.6 0.1348 
PDF: 0.28 13.6 0.1152 
PDF: 0.3 13.6 0.0998 
PDF: 0.32 13.6 0.0854 
PDF: 0.34 13.6 0.0736 
PDF: 0.36 13.6 0.063 
PDF: 0.38 13.6 0.0541 
PDF: 0.4 13.6 0.0455 
PDF: 0.42 13.6 0.04 
PDF: 0.44 13.6 0.0341 
PDF: 0.46 13.6 0.0288 
PDF: 0.48 13.6 0.025 
PDF: 0.5 13.6 0.0213 
PDF: 0.52 13.6 0.0177 
PDF: 0.54 13.6 0.0156 
PDF: 0.56 13.6 0.0136 
PDF: 0.58 13.6 0.0115 
PDF: 0.6 13.6 0.0097 
PDF: 0.62 13.6 0.0083 
PDF: 0.64 13.6 0.0074 
PDF: 0.66 13.6 0.0064 
PDF: 0.68 13.6 0.0053 
PDF: 0.7 13.6 0.0047 
PDF: 0.72 13.6 0.004 
PDF: 0.74 13.6 0.0033 
PDF: 0.76 13.6 0.0029 
PDF: 0.78 13.6 0.0025 
PDF: 0.8 13.6 0.0023 
PDF: 0.0 13.7 1.0 
PDF: 0.02 13.7 0.8568 
PDF: 0.04 13.7 0.7365 
PDF: 0.06 13.7 0.6313 
PDF: 0.08 13.7 0.5374 
PDF: 0.1 13.7 0.4627 
PDF: 0.12 13.7 0.3984 
PDF: 0.14 13.7 0.3417 
PDF: 0.16 13.7 0.2922 
PDF: 0.18 13.7 0.25 
PDF: 0.2 13.7 0.2149 
PDF: 0.22 13.7 0.1851 
PDF: 0.24 13.7 0.1573 
PDF: 0.26 13.7 0.1348 
PDF: 0.28 13.7 0.1152 
PDF: 0.3 13.7 0.0998 
PDF: 0.32 13.7 0.0854 
PDF: 0.34 13.7 0.0736 
PDF: 0.36 13.7 0.063 
PDF: 0.38 13.7 0.0541 
PDF: 0.4 13.7 0.0455 
PDF: 0.42 13.7 0.04 
PDF: 0.44 13.7 0.0341 
PDF: 0.46 13.7 0.0288 
PDF: 0.48 13.7 0.025 
PDF: 0.5 13.7 0.0213 
PDF: 0.52 13.7 0.0177 
PDF: 0.54 13.7 0.0156 
PDF: 0.56 13.7 0.0136 
PDF: 0.58 13.7 0.0115 
PDF: 0.6 13.7 0.0097 
PDF: 0.62 13.7 0.0083 
PDF: 0.64 13.7 0.0074 
PDF: 0.66 13.7 0.0064 
PDF: 0.68 13.7 0.0053 
PDF: 0.7 13.7 0.0047 
PDF: 0.72 13.7 0.004 
PDF: 0.74 13.7 0.0033 
PDF: 0.76 13.7 0.0029 
PDF: 0.78 13.7 0.0025 
PDF: 0.8 13.7 0.0023 
PDF: 0.0 13.8 1.0 
PDF: 0.02 13.8 0.8568 
PDF: 0.04 13.8 0.7365 
PDF: 0.06 13.8 0.6313 
PDF: 0.08 13.8 0.5374 
PDF: 0.1 13.8 0.4627 
PDF: 0.12 13.8 0.3984 
PDF: 0.14 13.8 0.3417 
PDF: 0.16 13.8 0.2922 
PDF: 0.18 13.8 0.25 
PDF: 0.2 13.8 0.2149 
PDF: 0.22 13.8 0.1851 
PDF: 0.24 13.8 0.1573 
PDF: 0.26 13.8 0.1348 
PDF: 0.28 13.8 0.1152 
PDF: 0.3 13.8 0.0998 
PDF: 0.32 13.8 0.0854 
PDF: 0.34 13.8 0.0736 
PDF: 0.36 13.8 0.063 
PDF: 0.38 13.8 0.0541 
PDF: 0.4 13.8 0.0455 
PDF: 0.42 13.8 0.04 
PDF: 0.44 13.8 0.0341 
PDF: 0.46 13.8 0.0288 
PDF: 0.48 13.8 0.025 
PDF: 0.5 13.8 0.0213 
PDF: 0.52 13.8 0.0177 
PDF: 0.54 13.8 0.0156 
PDF: 0.56 13.8 0.0136 
PDF: 0.58 13.8 0.0115 
PDF: 0.6 13.8 0.0097 
PDF: 0.62 13.8 0.0083 
PDF: 0.64 13.8 0.0074 
PDF: 0.66 13.8 0.0064 
PDF: 0.68 13.8 0.0053 
PDF: 0.7 13.8 0.0047 
PDF: 0.72 13.8 0.004 
PDF: 0.74 13.8 0.0033 
PDF: 0.76 13.8 0.0029 
PDF: 0.78 13.8 0.0025 
PDF: 0.8 13.8 0.0023 
PDF: 0.0 13.9 1.0 
PDF: 0.02 13.9 0.8568 
PDF: 0.04 13.9 0.7365 
PDF: 0.06 13.9 0.6313 
PDF: 0.08 13.9 0.5374 
PDF: 0.1 13.9 0.4627 
PDF: 0.12 13.9 0.3984 
PDF: 0.14 13.9 0.3417 
PDF: 0.16 13.9 0.2922 
PDF: 0.18 13.9 0.25 
PDF: 0.2 13.9 0.2149 
PDF: 0.22 13.9 0.1851 
PDF: 0.24 13.9 0.1573 
PDF: 0.26 13.9 0.1348 
PDF: 0.28 13.9 0.1152 
PDF: 0.3 13.9 0.0998 
PDF: 0.32 13.9 0.0854 
PDF: 0.34 13.9 0.0736 
PDF: 0.36 13.9 0.063 
PDF: 0.38 13.9 0.0541 
PDF: 0.4 13.9 0.0455 
PDF: 0.42 13.9 0.04 
PDF: 0.44 13.9 0.0341 
PDF: 0.46 13.9 0.0288 
PDF: 0.48 13.9 0.025 
PDF: 0.5 13.9 0.0213 
PDF: 0.52 13.9 0.0177 
PDF: 0.54 13.9 0.0156 
PDF: 0.56 13.9 0.0136 
PDF: 0.58 13.9 0.0115 
PDF: 0.6 13.9 0.0097 
PDF: 0.62 13.9 0.0083 
PDF: 0.64 13.9 0.0074 
PDF: 0.66 13.9 0.0064 
PDF: 0.68 13.9 0.0053 
PDF: 0.7 13.9 0.0047 
PDF: 0.72 13.9 0.004 
PDF: 0.74 13.9 0.0033 
PDF: 0.76 13.9 0.0029 
PDF: 0.78 13.9 0.0025 
PDF: 0.8 13.9 0.0023 
PDF: 0.0 14.0 1.0 
PDF: 0.02 14.0 0.8568 
PDF: 0.04 14.0 0.7365 
PDF: 0.06 14.0 0.6313 
PDF: 0.08 14.0 0.5374 
PDF: 0.1 14.0 0.4627 
PDF: 0.12 14.0 0.3984 
PDF: 0.14 14.0 0.3417 
PDF: 0.16 14.0 0.2922 
PDF: 0.18 14.0 0.25 
PDF: 0.2 14.0 0.2149 
PDF: 0.22 14.0 0.1851 
PDF: 0.24 14.0 0.1573 
PDF: 0.26 14.0 0.1348 
PDF: 0.28 14.0 0.1152 
PDF: 0.3 14.0 0.0998 
PDF: 0.32 14.0 0.0854 
PDF: 0.34 14.0 0.0736 
PDF: 0.36 14.0 0.063 
PDF: 0.38 14.0 0.0541 
PDF: 0.4 14.0 0.0455 
PDF: 0.42 14.0 0.04 
PDF: 0.44 14.0 0.0341 
PDF: 0.46 14.0 0.0288 
PDF: 0.48 14.0 0.025 
PDF: 0.5 14.0 0.0213 
PDF: 0.52 14.0 0.0177 
PDF: 0.54 14.0 0.0156 
PDF: 0.56 14.0 0.0136 
PDF: 0.58 14.0 0.0115 
PDF: 0.6 14.0 0.0097 
PDF: 0.62 14.0 0.0083 
PDF: 0.64 14.0 0.0074 
PDF: 0.66 14.0 0.0064 
PDF: 0.68 14.0 0.0053 
PDF: 0.7 14.0 0.0047 
PDF: 0.72 14.0 0.004 
PDF: 0.74 14.0 0.0033 
PDF: 0.76 14.0 0.0029 
PDF: 0.78 14.0 0.0025 
PDF: 0.8 14.0 0.0023 
PDF: 0.0 14.1 1.0 
PDF: 0.02 14.1 0.8568 
PDF: 0.04 14.1 0.7365 
PDF: 0.06 14.1 0.6313 
PDF: 0.08 14.1 0.5374 
PDF: 0.1 14.1 0.4627 
PDF: 0.12 14.1 0.3984 
PDF: 0.14 14.1 0.3417 
PDF: 0.16 14.1 0.2922 
PDF: 0.18 14.1 0.25 
PDF: 0.2 14.1 0.2149 
PDF: 0.22 14.1 0.1851 
PDF: 0.24 14.1 0.1573 
PDF: 0.26 14.1 0.1348 
PDF: 0.28 14.1 0.1152 
PDF: 0.3 14.1 0.0998 
PDF: 0.32 14.1 0.0854 
PDF: 0.34 14.1 0.0736 
PDF: 0.36 14.1 0.063 
PDF: 0.38 14.1 0.0541 
PDF: 0.4 14.1 0.0455 
PDF: 0.42 14.1 0.04 
PDF: 0.44 14.1 0.0341 
PDF: 0.46 14.1 0.0288 
PDF: 0.48 14.1 0.025 
PDF: 0.5 14.1 0.0213 
PDF: 0.52 14.1 0.0177 
PDF: 0.54 14.1 0.0156 
PDF: 0.56 14.1 0.0136 
PDF: 0.58 14.1 0.0115 
PDF: 0.6 14.1 0.0097 
PDF: 0.62 14.1 0.0083 
PDF: 0.64 14.1 0.0074 
PDF: 0.66 14.1 0.0064 
PDF: 0.68 14.1 0.0053 
PDF: 0.7 14.1 0.0047 
PDF: 0.72 14.1 0.004 
PDF: 0.74 14.1 0.0033 
PDF: 0.76 14.1 0.0029 
PDF: 0.78 14.1 0.0025 
PDF: 0.8 14.1 0.0023 
PDF: 0.0 14.2 1.0 
PDF: 0.02 14.2 0.8568 
PDF: 0.04 14.2 0.7365 
PDF: 0.06 14.2 0.6313 
PDF: 0.08 14.2 0.5374 
PDF: 0.1 14.2 0.4627 
PDF: 0.12 14.2 0.3984 
PDF: 0.14 14.2 0.3417 
PDF: 0.16 14.2 0.2922 
PDF: 0.18 14.2 0.25 
PDF: 0.2 14.2 0.2149 
PDF: 0.22 14.2 0.1851 
PDF: 0.24 14.2 0.1573 
PDF: 0.26 14.2 0.1348 
PDF: 0.28 14.2 0.1152 
PDF: 0.3 14.2 0.0998 
PDF: 0.32 14.2 0.0854 
PDF: 0.34 14.2 0.0736 
PDF: 0.36 14.2 0.063 
PDF: 0.38 14.2 0.0541 
PDF: 0.4 14.2 0.0455 
PDF: 0.42 14.2 0.04 
PDF: 0.44 14.2 0.0341 
PDF: 0.46 14.2 0.0288 
PDF: 0.48 14.2 0.025 
PDF: 0.5 14.2 0.0213 
PDF: 0.52 14.2 0.0177 
PDF: 0.54 14.2 0.0156 
PDF: 0.56 14.2 0.0136 
PDF: 0.58 14.2 0.0115 
PDF: 0.6 14.2 0.0097 
PDF: 0.62 14.2 0.0083 
PDF: 0.64 14.2 0.0074 
PDF: 0.66 14.2 0.0064 
PDF: 0.68 14.2 0.0053 
PDF: 0.7 14.2 0.0047 
PDF: 0.72 14.2 0.004 
PDF: 0.74 14.2 0.0033 
PDF: 0.76 14.2 0.0029 
PDF: 0.78 14.2 0.0025 
PDF: 0.8 14.2 0.0023 
PDF: 0.0 14.3 1.0 
PDF: 0.02 14.3 0.8568 
PDF: 0.04 14.3 0.7365 
PDF: 0.06 14.3 0.6313 
PDF: 0.08 14.3 0.5374 
PDF: 0.1 14.3 0.4627 
PDF: 0.12 14.3 0.3984 
PDF: 0.14 14.3 0.3417 
PDF: 0.16 14.3 0.2922 
PDF: 0.18 14.3 0.25 
PDF: 0.2 14.3 0.2149 
PDF: 0.22 14.3 0.1851 
PDF: 0.24 14.3 0.1573 
PDF: 0.26 14.3 0.1348 
PDF: 0.28 14.3 0.1152 
PDF: 0.3 14.3 0.0998 
PDF: 0.32 14.3 0.0854 
PDF: 0.34 14.3 0.0736 
PDF: 0.36 14.3 0.063 
PDF: 0.38 14.3 0.0541 
PDF: 0.4 14.3 0.0455 
PDF: 0.42 14.3 0.04 
